ORG_CODE_ID,ORG_NAME,TRANSFER_EVENT_ID,TRANSFER_EVENT_TYPE,TRANSFER_COURSE_NAME,MMU_EVENT_ID,MMU_EVENT_TYPE,MMU_COURSE_NAME
"O000000454","Black Hills State University","BIOL153","Lecture","Gen Biology II","OT","Lecture","Generic Course"
"O000000454","Black Hills State University","BIOL152","Lecture","Gen Biology I lab","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","ECO256","Lecture","Bus & Econ Stats I","MA 135","Lecture","Basic Statistics"
"O000000468","Bloomsburg Univ Of Pa","ECO122","Lecture","Prin Economics II","EC 252","Lecture","Microeconomic Principles"
"O000000468","Bloomsburg Univ Of Pa","HPE200","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","ENG101","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","ACC220","Lecture","Financial Accounting","BC 265","Lecture","Principles Of Accounting I"
"O000000468","Bloomsburg Univ Of Pa","MAT113","Lecture","Pre-Calculus","MA 008","Lecture","Math Compentency"
"O000000468","Bloomsburg Univ Of Pa","BIO102","Lecture","Ecology & Evolution","BI 008","Lecture","Natural World Domain"
"O000000468","Bloomsburg Univ Of Pa","ECO121","Lecture","Prin Economics I","EC 251","Lecture","Macroeconomics Principles"
"O000000468","Bloomsburg Univ Of Pa","CIS150","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","IDS100","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","POL101","Lecture","Elements Politcl Sci","PO 101","Lecture","Introduction To Political Theory"
"O000000468","Bloomsburg Univ Of Pa","SAU152","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","SPA101","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","MSC110","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","IDS230","Lecture","Holistic Health","HH 008","Lecture","Holistic Health"
"O000000468","Bloomsburg Univ Of Pa","MAT123","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000468","Bloomsburg Univ Of Pa","MGT244","Lecture","Prin Management","BN 204","Lecture","Principles Of Management"
"O000000473","Blue Ridge Cmty Coll Va","BIO 142","Lecture","Anat/Physio II","BI 274","Lecture","Human Physiology"
"O000000489","Boise State University","P-101","Lecture","Gen Psychology","PS 101","Lecture","Introductory Psychology"
"O000000534","Brevard College","BIO 120L","Lecture","Gen Biology Lab","OT 011","Lecture","Generic Course"
"O000000534","Brevard College","CH 103L","Lecture","Chemistry I Lab","OT 012","Lecture","Generic Course"
"O000000534","Brevard College","CHE 103","Lecture","Prin Chemistry I","CH 111","Lecture","General Chemistry I"
"O000000534","Brevard College","ANTH 230LNC","Lecture","Cultrl Anthropology","SO 183","Lecture","Introduction to Cultural Anthropology"
"O000000534","Brevard College","ATH 120","Lecture","Varsity Baseball","OT 016","Lecture","Generic Course"
"O000000534","Brevard College","BCE 102","Lecture","Transfer Stdnt Forum","OT 010","Lecture","Generic Course"
"O000000534","Brevard College","EXSC 100","Lecture","Intro Excercise Sci","OT 013","Lecture","Generic Course"
"O000000534","Brevard College","ORG 103","Lecture","Crit&Pract Reasoning","OT 017","Lecture","Generic Course"
"O000000534","Brevard College","ORG 250","Lecture","Facility&Event Mgmt","OT 018","Lecture","Generic Course"
"O000000534","Brevard College","REL 102LNC","Lecture","New Testament","RS 113","Lecture","Intro To The Bible: New Testament"
"O000000534","Brevard College","EXSC 200","Lecture","Fitness Activities","OT 014","Lecture","Generic Course"
"O000000534","Brevard College","EXSC 215","Lecture","Directed Obsrv Pract","OT 015","Lecture","Generic Course"
"O000000534","Brevard College","IT 250","Lecture","Mgmt Info Syst","BN 340","Lecture","Management Information Systems"
"O000000536","Briar Cliff University","PHIL 210","Lecture","Ethics","PL 169","Lecture","Introduction To Ethics"
"O000000536","Briar Cliff University","PHIL 110","Lecture","Logical Thinking","PL 141","Lecture","Logic"
"O000000536","Briar Cliff University","PHIL 100","Lecture","Intro to Philosophy","PL 008","Lecture","Philosophy Domain"
"O000000536","Briar Cliff University","WRTG 159","Lecture","Cont Arg Research","EN 008","Lecture","Writing Competency"
"O000000536","Briar Cliff University","SOSY 240","Lecture","Racial, Ethnic and Gender Ineq.","MC 008","Lecture","Gen Ed Multicultural Studies"
"O000000536","Briar Cliff University","PSYC 280","Lecture","Developmental Psych","PS 124","Lecture","Developmental Psychology"
"O000000536","Briar Cliff University","MUSC 220","Lecture","Music Appreciation","MU 189","Lecture","Introduction To Music"
"O000000536","Briar Cliff University","BAUD 335","Lecture","Org Behavior","BN 380","Lecture","Organizational Behavior"
"O000000536","Briar Cliff University","BIOL 102","Lecture","Human Biology","BI 123","Lecture","Biology Of Human Concern"
"O000000536","Briar Cliff University","BAUD 330","Lecture","Principles of Corp Finance","BA 379","Lecture","Financial Management"
"O000000536","Briar Cliff University","BAUD 225","Lecture","Principles of Management","BN 204","Lecture","Principles Of Management"
"O000000536","Briar Cliff University","BAUD 301","Lecture","Principles of Marketing","BK 208","Lecture","Principles of Marketing"
"O000000536","Briar Cliff University","BIOL 221","Lecture","Human Anatomy","BI 273","Lecture","Human Anatomy"
"O000000536","Briar Cliff University","BIOL 240","Lecture","Nutrition","CH 203","Lecture","Nutritional Biochemistry"
"O000000536","Briar Cliff University","BIOL 113","Lecture","Invertabrate Zoology","OT","Lecture","Generic Course"
"O000000536","Briar Cliff University","BIOL 111","Lecture","Biological Principles","OT","Lecture","Generic Course"
"O000000536","Briar Cliff University","BIOL 112","Lecture","General Botany","BI 146","Lecture","General Botany"
"O000000536","Briar Cliff University","BAUD 224","Lecture","Business Law II","OT","Lecture","Generic Course"
"O000000536","Briar Cliff University","ACCT 351","Lecture","Cost Acctng II","BC 316","Lecture","Advanced Cost Accounting"
"O000000536","Briar Cliff University","ART 110","Lecture","Drawing I","AR 102","Lecture","Drawing I"
"O000000536","Briar Cliff University","ACCT 350","Lecture","Cost Acctng I","BC 315","Lecture","Cost Accounting"
"O000000536","Briar Cliff University","ACCT 203","Lecture","Principles of Acctng I","BC 265","Lecture","Principles Of Accounting I"
"O000000536","Briar Cliff University","ACCT 204","Lecture","Principles of Acctng II","BC 266","Lecture","Principles Of Accounting II"
"O000000536","Briar Cliff University","ART 116","Lecture","Art Hist - Mod","AR 213","Lecture","Art History II"
"O000000536","Briar Cliff University","BAUD 223","Lecture","Business Law I","BA 203","Lecture","Principles Of Law I"
"O000000536","Briar Cliff University","ART 115","Lecture","Art Hist - Gothic","AR 212","Lecture","Art History I"
"O000000536","Briar Cliff University","ART 111","Lecture","Design","AR 103","Lecture","Design"
"O000000536","Briar Cliff University","ART 112","Lecture","Intro Visual Arts","AR 008","Lecture","Expressive Arts Domain:Art"
"O000000536","Briar Cliff University","EDUC 318","Lecture","Education Psychology","ED 253","Lecture","Educational Psychology"
"O000000536","Briar Cliff University","ENGL 110","Lecture","Intro to Literature","EN 170","Lecture","Introduction To Literature"
"O000000536","Briar Cliff University","EDUC 280","Lecture","Dev Psych","PS 124","Lecture","Developmental Psychology"
"O000000536","Briar Cliff University","ECON 383","Lecture","Money and Banking","EC 366","Lecture","Money and Banking"
"O000000536","Briar Cliff University","EDUC 210","Lecture","Education Foundations","ED 102","Lecture","Foundations of Education"
"O000000536","Briar Cliff University","ENGL 140","Lecture","Multicultural Voices","MC 008","Lecture","Gen Ed Multicultural Studies"
"O000000536","Briar Cliff University","CHEM 112","Lecture","Principles of Chemistry II","CH 112","Lecture","General Chemistry II"
"O000000536","Briar Cliff University","CHEM 111","Lecture","Principles of Chemistry I","CH 111","Lecture","General Chemistry I"
"O000000536","Briar Cliff University","CJUS 200","Lecture","Intro to Criminal Justice","CJ 101","Lecture","Introduction To Criminal Justice"
"O000000536","Briar Cliff University","ECON 202","Lecture","Prin Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000000536","Briar Cliff University","ECON 201","Lecture","Prin Macroeconomics","EC 251","Lecture","Macroeconomics Principles"
"O000000545","Brigham Young Univ","000 000","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000548","Bristol Cmty College","AMC 11","Lecture","History Domain","HI 008","Lecture","History Domain"
"O000000548","Bristol Cmty College","ENG 11","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000548","Bristol Cmty College","SPH 11","Lecture","Speech Communication","SD 111","Lecture","Speech Communication"
"O000000548","Bristol Cmty College","CHM 10","Lecture","Gen Ed Chemistry","CH 008","Lecture","Natural World: Chemistry"
"O000000548","Bristol Cmty College","ENG 10","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000574","Brown University","ECON 0121","Lecture","Inter Macroeconomics","EC 251","Lecture","Macroeconomics Principles"
"O000000574","Brown University","ECON 0710","Lecture","Financial Acctng","BC 265","Lecture","Principles Of Accounting I"
"O000000574","Brown University","000 000","Lecture","Generic Course","OT 001","Lecture","Generic Course"
"O000000574","Brown University","ECON 0111","Lecture","Inter Microeconomics","EC 252","Lecture","Microeconomic Principles"
"O000000604","Buena Vista University","PSCN 203","Lecture","Ancient Political Phil","OT","Lecture","Generic Course"
"O000000604","Buena Vista University","PHIL 110","Lecture","Ethics","PL 169","Lecture","Introduction To Ethics"
"O000000604","Buena Vista University","OO1","Lecture","Accepted","OT 001","Lecture","Generic Course"
"O000000604","Buena Vista University","SCWK 380","Lecture","Meth Social Research","SO 215","Lecture","Methods Of Social Research"
"O000000604","Buena Vista University","PSYC 390","Lecture","Intro to Counseling","SW 245","Lecture","Basic Helping Skills"
"O000000604","Buena Vista University","PSYC 329","Lecture","Psych of Gender","OT","Lecture","Generic Course"
"O000000604","Buena Vista University","MUSC 101","Lecture","Music Appreciation","MU 189","Lecture","Introduction To Music"
"O000000604","Buena Vista University","CRIM 398","Lecture","Criminal Research Meth","SO 215","Lecture","Methods Of Social Research"
"O000000604","Buena Vista University","CRIM 120","Lecture","Criminology","SO 176","Lecture","Criminology"
"O000000604","Buena Vista University","CPER 365","Lecture","Intercultural Comm","CO 260","Lecture","Intercultural Communication"
"O000000604","Buena Vista University","EDCO 370","Lecture","Human Relations","ED 379","Lecture","Human Relations"
"O000000604","Buena Vista University","EDCO 310","Lecture","Class Mgmt","ED 350","Lecture","Classroom Managment: Behavior Strat"
"O000000604","Buena Vista University","EDCO 300","Lecture","Exceptional Learner","ED 263","Lecture","Educating the Exceptional Person"
"O000000604","Buena Vista University","CPER 280","Lecture","Group Discussion","CO 250","Lecture","Effective Group Communication"
"O000000604","Buena Vista University","CPER 103","Lecture","Interpersonal Comm","SD 111","Lecture","Speech Communication"
"O000000604","Buena Vista University","BIOL 180","Lecture","Botany","BI 146","Lecture","General Botany"
"O000000604","Buena Vista University","GENS 101","Lecture","Physical Gen Science","PH 114","Lecture","Natural Science-Physical"
"O000000604","Buena Vista University","CPER 215","Lecture","Business Prof Comm","BA 250","Lecture","Technology & Communication In Business"
"O000000604","Buena Vista University","CPER 110","Lecture","Intro to Theater","SD 151","Lecture","Introduction To Dramatic Art"
"O000000604","Buena Vista University","CPER 105","Lecture","Public Speaking","SD 112","Lecture","Public Communication"
"O000000604","Buena Vista University","MATH 121","Lecture","Intermediate Algebra","MA 006","Lecture","Intermediate Algebra II"
"O000000604","Buena Vista University","MATH 210","Lecture","Calc and Analy Geom","MA 164","Lecture","Calculus I"
"O000000604","Buena Vista University","MATH 220","Lecture","Calc and Analy Geom II","MA 165","Lecture","Calculus II"
"O000000604","Buena Vista University","HIST 122","Lecture","Revol Westrn Civ","HI 140","Lecture","Hist Of Western World Since 1648"
"O000000604","Buena Vista University","HIST 320","Lecture","Hist Middle East","MC 008","Lecture","Gen Ed Multicultural Studies"
"O000000604","Buena Vista University","INTM 214","Lecture","Understand Diversity","MC 008","Lecture","Gen Ed Multicultural Studies"
"O000000604","Buena Vista University","MATH 230","Lecture","Calc and Analy Geom III","MA 166","Lecture","Calculus III"
"O000000604","Buena Vista University","EDUC 430","Lecture","Elem Student Teach","ED 352","Lecture","Student Teaching in the Elementary Sch"
